   6,   4,1391, 140,  29,   8,  10,1385,  26,2402
  29,   8,  67,  10,2402, 102,  23,  12,   2,   5
   6,  29,   7,1391,  10,   8, 140,2699,   2,  14
  29,   7,   6,   8,2402,   4,  23, 180,  10, 263
 787,   6,1391, 140,2699,   8,1385,2402, 704, 406
   7,   6,  10,   8,1391, 787,   2,  67,2699,  12
 787,1385,   7, 539,2699, 790,1490,  26, 406, 689
  29,2402,  10,   8,   4,   6,  67,   2,  12,2968
2402,  18,   7,   2,   6,   8,1315,  12,   4,  10
 787,   6,1391,   4,   7,1385, 430,  10, 539,  26
  29,   4,   7,   8, 787,  10,2699,2402,1391, 180
 140,1391,   6,2699,   7, 430,1385, 790,  29,1060
   2,  29,   5, 623,  67,  12, 133,  11, 179,  18
  29,2402,2968,   2, 623,  11,   8,  10,  12,   7
  67,2196,   2,  10,   8,  12,  17,   7,  90,   5
  29,   7,   8,   4,  10,2402,  67, 787,   2,1391
  18,  29,   8,   7,   2,  12,  10,   4,   6,2699
   2, 623,   5,  12,  11,  10,   8,  17,  67,2968
 140,   6,   4,1391, 790, 450, 227,   7,1098, 242
 787,   4,   7,1391,  29,  10,2699,   8, 140, 704
  67, 366,   2,2402,   5,  62,2196,  13,  15,   8
   7,   4, 787,   8,  10,  14,1391, 180,2699, 140
   8,   2,2402,   5,  12,  13,  10,  11,  23,2196
   4,   6, 787,   7, 140,   8,1391,  10,1098, 450
  29,   8,   4,   7,   6,  10, 179,   2,   5,2699
 787,2699,   8, 140,  29,1391,2402, 790,  26, 263
   2,2402,  10,   8,  12,   5, 263,2968,2196,   7
   7,   6,   4, 180,1391, 787,  10,2402,2699, 234
  67,2402,   2,  10,   8,  12,   7,   4,  90,  17
2402,   5,2968,   2,  10, 623,  67,   7,  11,  90
2402,   8,  10,  67,   6,   4,   2,  12,  17, 263
 140,1391,   6, 790,   4, 430,1385,1060,2699, 450
  29,   8,  10,   2,  12,   7,  67,2968, 623,   4
 787, 140,   6,   4,1391,   7, 790,1647, 450,1347
   7,   4,   6,  10,   8,2699,1391,  14,  23, 111
2402,   2,   8,  10,   7,   4,   6,  12,  67,  23
  29,   8,2402,  10,   5,   2,  23,  12,   7,  67
  19, 120,2196, 186, 610, 332, 258, 567,1145,  53
   6,   7,1391, 140,  10,   8,2699,2402,  14,  23
 623,   2,  17,   8,  12,  18,   5,2196,  10,  44
 787,   6,   4,1391,2699,   7, 140,  29,   8,  10
   6,   4,1391,   7,2699,  29, 450,   8, 790,  10
   2,   5,2402,  29,  12,  11, 133,  17, 623,  10
  29,   7,  10,   8,   6,   4,2402,2968,  14,1391
   6,1391,   7,2699,  29,   8,  10, 790, 430,2402
  67,   2,  17,2402,  53,  44,  12,  55,  80,  13
  29,  10,   8,   7,   4,   6,2402,  12,  67,   5
   7,  29, 140,1391,   8,2699,  10,2402, 180,  14
2402,  67,   8,   2,  10,  12,   5,   7,2968, 263
2196,  67,   2,  29,  17,2402,   5,  12,  13, 213
   5,   8,2402,   2,  67,  12,2968, 228, 623, 133
2402,   2,  12, 623,  67,   5,  10,   8,  18,  17
   4, 787,   7,   8,2699, 140,  10,1391,2402, 263
 140,   6,   4,   7,2699, 430,1385, 790, 539,1060
   4, 787,1391, 140,2402,2699,  14, 180, 263,2968
  29,  10,   8,   6,2402,   4,   2,  67,  12,2968
   6,  29,   8,   4,   7,  10,2402,2699,  23, 787
  29,2402,2968,   2,  10,   8,  12,  67,  17,   4
   6,1391, 140,  29,2699,  10,   8, 430, 790,2402
 787,1391,  29, 140,   8,2699,  10,2402, 790,  14
   4, 787,1391,  29, 140,  10,   8,2699,2402,  14
 623,  29,  18,   7,   8,  10,   4,  12,   6,2699
 787,   6,   4, 140,1391,   7,2699,  10, 790,2402
 623,  18,1315,   2,2402, 245,  78, 101,  12,  11
2402,   2,   8,  10,   5,  12,  17,   7, 623,   4
  90,  13,   2,  67,  29,  17,   5,  89,2402, 705
1391,   6,   4, 140,   7,2699,  10,   8,1385, 430
 856, 102,   8,  65, 501, 429,  29,  83, 305,  18
   7,   4, 787,   8,1391,2402,2699, 140,  67, 263
 787,   6,1391,   4,   7,2699,  10,1385,   8, 704
1391,   6, 140,   4,   7,2699,  10,   8, 430, 790
 623,2402,   7,  29,  18,   8,   4,  10,  12,   2
   4,   6,  10,   7,   8,1391,2402, 787,   2,  23
   6,  29,   7, 787,  10,1391, 140,   2,2968,  67
 623,2402,  18,  29,   2,   7,   8,  11,  12,   5
  29,2968,  10,   8,  23,   4,   6, 263,2402,1663
 787,   6,   4, 140,   7,  14,2699,  10,   8,  29
  29,   8,   5,  18,   7,  10,  23,  12,  67,   2
2402,  10,   8,   2,   7,   6,   4,  12,   5,2968
2402,  67,   2,   8,  10,  12,   7,   5,   4,  17
  29,   8,   5,2402,  23,   7,  10, 124,  67,2968
  29,   8,  67,2402,   5,  10,2968,   2, 623,   7
  19,   2,  67,  53,  90,  29,  17,  43, 610,2737
   6, 140,   7,  29,2699,   8,  10, 790,2402, 430
   6,   7,  29,2402,   4,   8, 338,  10,2699,  18
   7,  10,   6,   4,2402,  23, 263,2699,2968,  67
 787,   6,   4,   7,2699,  29,  10,   8, 790,1385
  29,  67,   2,  90,  17,   5,  10,2968,  13,  15
   6,   4, 787,   8,2402,2699, 140,  12, 263,   2
   6,   4,   7,   8, 787,2402,1391,2699, 140, 263
 180,1158, 234,   7,2948,  68, 411,   8,  23, 130
   7,   4,  29,   8,  10, 787,  14,2699,1391,  23
  29,   2,  15,  67, 155,  90,  89,2402, 705,2968
2402,   8,  10,  12,   2,   7, 263,   5,   4,2968
  67,   8,  10,   7,   2,  12,   4,   6,   5,2968
  67,  10,   8,  12,   5,  17,   7,2968,  90, 623
  10,2968,2402,  12,   4,   2,   6,  67, 180, 111
 787,1391, 140,   6,1385,   4,   7, 430,  29,  10
   8,  10,2968,  67, 623,   5,   2,  12,   6,  34
 623,2402,  18,   2,  29,  12,  78,  11,1315,   8
  29,   2,   8,   5,  10,  17,  67,2968,  12, 623
   8,  67,  10,  12,   2,   7,   5,  23,2968,   4
  67,   5,   8,   2,  10,  12, 623,   7, 263,  17
   8,   4,   7,   6,  10,2402,  23,2699, 263,  67
 163, 397,1099,1344,  18, 623, 159,1704,1315, 766
 787, 140,   6,   7,2699,  29, 790,   8, 450,  10
  19,   2,  67,  80,  17,  29, 186, 838, 623,  18
  29, 180,2402,   8,   2,  12,1158,  10,   5,  17
   6,  14,   7, 787, 140,  29,1391,2699, 180,2968
  29, 623,   8,   2,   5,   7,  10,  12,  18,2968
   2,  29,  67,  12,   5, 623,  10,   8,  18,  11
  29,   3,  10,2402, 263,  67,   7,  12,  23,   2
   8,  10, 179,   4,2402,   7,  23,  12, 263,   2
  29,  67,2402,   5,   8,  12,  17,  11,  10,  90
  10,2402,   8,   6,   4,   7,   2,  12,  23,  67
2196,  19,  67,  29,   2,2402,  17, 186,  12, 912
  29,   8,  10,   7,   6,  67,  12,   2, 263,  23
2402,   2, 623,  12,  67,  17,  18,  10,  11,  44
   2,2402,  67,   5,  10,  12,   8,2968,  11,  23
 787, 140,2699,1391,   7, 790,   8,1098,  29, 227
 787,   6,   4, 140,1391,   8,  10, 790, 450,2402
 140,   6,   4,1391,   7,2699, 790,1385,  10, 430
1391,   6,   4, 430, 790,1385,2699,   7, 539,1060
   8,   7,   6,2402,   4,  67,  12, 263,  23,   2
 787,1391, 790,2699,   7,1098, 450, 227, 689, 430
  10,   6,   7,  29,   8,2968,  14,2402, 263, 787
  67,2402,  90,   2,  17,   8,  12,  10,   5,  44
  29, 179,   2,2402, 342,   8,  67,  12,  10,  23
  67,   8,   5,2402,  10,  12,   2, 228, 180, 179
  29,   8,  10,   4,   7,2402,   2,  12,  67,2968
 787,   4, 140,   7,1391,2699,  29,   8,  10,2402
  29,  67,   5,   2,  90,  12,  17,  15,  13,  10
  29,   2,   7,   6,  67,  12,2968,   5, 263, 623
 787,1391, 140,   6,   4,1385, 430, 790,  26,1060
   4,   6, 787,   8,2699,  10, 140,2402,  23, 263
   6,   4,   8, 787,2402,  10,1391,2699, 263,  23
  29,   8,   6,  10,   7,2402, 528,  23,   2,2699
   6,   4,1391,   7,  29,2699,   8,2402, 790, 430
  29,  10,   7,   8,   6,   4,2402,2968, 263,   3
   2,   5, 623,  12,  17,  18,  67,  11,  10,  23
   5,  29,  67, 228,  92, 133,  12,  93,  10,2111
  68,2402, 180, 685,   8,   7,   5, 412,   6,  10
   8,  67,   7,   2,   4,   6,  12,   5,  23,2968
   7,  10,   6,   4,   8,2402, 787,  23,  14,  12
 787, 140,   6,1391, 790,   7, 450, 227,1098, 430
  29,   2,  10,   8,2402,  23,   4,  12,   7,  17
  29,2402,   2,  17,  12,  10,   5,  44,  23,   7
2402,   8, 623,  10,   7,   6,  12,   4,  67,  18
  29,  67,   5,  12,  10,  17, 133,  23, 228,  11
2402,   2,  67,   5,  12, 623,  17,  10,   8,  18
  29,   8,2402,  10,  67,   2,  12,   4,   5,   6
  29,   2,  67,   8,  10,  12, 623,   7,   4,   5
   2,   8,  10,  67,   4,   6,   7,  12,   5,1391
  29,  10,  67,  12,   7,   5,2968,   6,   4, 623
 787,   6,1391,  29,2699,   8,  10,2402, 790, 430
   7,   8,   6,   4,  10,  14, 180,  23,2402,2699
   4, 787,1391,  10,   8,2402,2699, 140, 263,  67
  29,   2,2402,  17,   8,  12,  90,2196,   5,   7
  10,   7,   4,   8,  14,2402,2968, 787,1391,2699
 140, 450, 227, 790,   6,1391,   4, 242,1098,2699
  29,2402,   5,  11,  10,  23,2968, 228, 111, 623
   7, 140,1391,   8,2699,2402, 790, 263,  14, 450
 623,  18,  29,   2,  67,  11,  17,   5,  10,2968
  29,   8,   4,   7,2402,  23,2699, 263, 787,  67
 133,   2,   5,2606,1176,  92, 228,  67,2402,  71
2402, 623,   2,  12,   8,  10,   7,  23,  17,   5
  29,   8,   7,   4,  18,   5,  10,   6,2699,  23
   5,2402,   2,  67,2968,  12,  10, 623,  11,  17
  29,   8,   7,   4,   6,2402, 528,  67,  10,2968
2402,   7,  10,   4,   6,   2,  67,  23,  12,   5
   8, 102,  29,  67,  18,  23,2402,  10,   7,  12
   7,1391,   8,  10,  14,  26, 263, 790,2968,1385
   8,   2,  10,   7,   4,  12,   6,   5,  23,2968
2402,   8,  12,  10,  67,  11,   5, 623,  23,   7
2402,   2,  10,  67,  12,2968,  11,  90,  23,   7
 623,2402,  12,   5,  17,  67,  18,2968, 133,  44
  67, 102,   5,  62,  29,   8,   2,2402,2196,  10
  90,  29,  67,2402,  17,  12,   5,  13,  11, 623
   8,  29,  10,2968,  23,  67, 111,  12,   7,  14
  10,   7,   6,  14,   4,1391, 787,   8,2947, 175
   4,1391, 140,  29,2699,  10,   8,2402, 790, 430
2402,   8,  10,   2,  12,  67,   7,  11,   5,  23
  29,   2,2402,   8,  10,  23,  12,  67,   5,2968
 140,   4,1391,2699,   7, 790, 450,1098, 227,  29
   6, 140,   4,1391,   7,2699,  29, 790,1098,2402
 140,1391,1385,2699,   7, 430, 790, 539,  26,  29
   2, 623,  29, 179,  18,   8,  10,  67, 263,  17
   4,   7, 140,1391,2699,  29,   8,  10, 790,1098
 787,   6, 140,   7,1391,2699,  29,  10, 790,1098
   5,   2,2402,2968,  67,1176,  12,  10, 623,  11
 133,   2,   5, 312,  92, 159,  67,2402,2606,  12
  29,   7,   6,   8,  10, 180,2402,  23, 787,2699
   2,2402,  90,  67,   5,  17,  13,2968, 705,  89
2968,2402,  29,  10,   8,  67,   5,  12,   7,2919
  29,   8,   7,   4,   6,  67,  12,2968, 623,   5
 140,1391,1385, 430,   6,   4,1060, 539,   7, 790
 140,   6,   4,1391,   7,2699,  29,   8, 450,  10
  29,2402,   2,  12,  67,  10,2968,   8,  11, 623
   7,   8,  10, 338, 180,2699,  14, 263,1647,  32
 787, 140,   4, 790,   7,2699,1385, 430, 689,2198
   2,  18,  12,   8,1315,   4,   7, 187,2699,2968
   8,2402,  10,  67,   5,   2,  12,   7,   4, 111
   6,   7,   4,2699,1391,  29,   8, 140,  65,  10
 140,1391,   6,   4, 430,2699,1385,  29, 790,   8
   4,  29, 787,  10,   8,1391,2699,  14, 140,2402
   2,   5,  17,  13,   8,  12,  11,2968,  15, 623
  29,   2,2402,  67,  10,   8,   5,  17,2968,  11
   5,  29,2968,   2,  67,  11, 623,   8,  10,  34
 623,   2,  18,   5,2968,  17,  10,  67,  23,  44
   6,   7, 787,   4,1391, 140,  26,2699,  29,1647
   8,  67,  10,  12,   2,   5,  23,   7,   4,  17
   6,  29,   4,  10,   8, 787,2402,1391,2699, 263
   6, 787,   7,  29, 140,  10,  14,   8,2699,2968
 787, 140,   6,   4,   7,1385, 430,2699,  29, 790
1391, 140,   6,   4,   7,1385,2699,  29, 430,  10
 623,   2,2402,  18,  12,   5,  67,  29,  11,  10
   6,   4,1391,2699, 790,   7, 227,1098,  29, 430
  67,   2,   8,  12,   7,  90,  17,   5,   4,   6
  29,  10,   4,   6,   8,  14,2968, 787,2699,1391
 787, 140,   6,   7,2699,1385,  10,   8, 430, 790
 787,1391,  10,   8, 140,2699, 704, 180,2402,1385
   7,   4, 787,1391, 140,   8,  10,2699,2402, 180
 787, 140,   7,2699,  10,   8, 790,1385,1098, 704
   2,   8,  10,2402,  23,  12,   7,2968,   5,   4
   6,   4,   7,1391,  10,   8, 140,2699,2402, 704
   6,  29,   4,  10,   8,  14,2968, 263, 787,2699
 787, 140,   4,2699,   7,1391, 790,  10,1098, 227
 787,1391, 140,1385,   6,   4,   7, 539,1060,2699
   7,   6,   4,  14,1391,  10,  29, 143, 180,2699
1391, 140,   6,   4,1385, 430,2699,  29,  10, 790
  29,   5,  67,   2,  15,  13, 705,2402,  12,  17
 787, 140,   7,2699, 790,  29,  10, 430,1385, 450
  29,2402,   2,  67,  10, 623,  17,   5,   7,2968
 787, 140,   4,2699,1391,   7, 450, 790,1098, 227
2402,   8,  10,   7,  67,   2,   6,  12,  23,  17
  29,  10,   8,  12,   5,  67,  23,  11, 623,2968
   5,  67,2402,   8,  10, 228, 180, 179,2968, 133
   6,   4,1391,   7,  29,   8,  10, 790, 430, 450
 140,1391,   6,   4,   7,  10,2699,   8,  14, 790
 817,   8, 179,   6,  23,2257,   7,  10, 881, 787
   5,  67,   2,2402,  12,   8, 133,  92,  11,2968
   7,   6,   4,  29, 787,  10,   8,  14,  23,2699
 787, 140,   4, 450,2699, 790, 227,   7,1391,1322
  10,   7,   6,2402,   4,   2, 787,  67,  12,1391
 140,   6,1391,2699,   7, 790, 450,  29,   8,1098
  29,  10,2402,   2,  67, 263, 179,2968,  23,   7
 787,   4,   7,  29,2699,   8,  10, 790, 263, 430
