  31,  25,   4,   8,   1,   9,  80,   0,  20, 191
  22,  25,   9,   8,   4,  31,  30,  11,  39,   1
  31,   8,   4,  79,   9,  56,  78,   1, 117, 118
   9,  22,   4,  20,   1,   8,   2,  11,  18,  10
   0,  16,   1,  20,   7, 335,   9,  13,  82,  10
   1,  22,   9,  20,   0,  58,  90,  24,  50,  11
 289,  31,  22,  39, 111,  30, 253, 370,   8,  96
   0,  15,   1,   9,   8,   4,  25,  10,  20,  79
   1,  31,  22,   9,   0,  20,  79,  11,  39,   2
  31,  22, 134,  38,   4,  10,   0, 806,  72, 686
   9, 117,  31,  25,   4,  80,   1,   0,  79,  24
  22,   1,   4,   8,  31, 117,  24,  20,  25,   2
   1,   0,  22,  20,   9,  90,   2,   6,   7,   8
  22,  68,  57,  28, 289, 136,  89,  61,   8, 191
   1,  22,  79,  20,   2,  50,  95,  89,   8,  24
   5,   1,   2,   0,  20,  22,  10,   8,  82,  25
  57,  31,   9,  22,  25,   8,  72,  51,  39,  80
   4,   8,  22,  79,  20,  39,   1, 118, 191,  11
  80, 117,  79,  30, 106,  89,  50,  57,  24, 191
   0,   2,   1,   9,   4,  16,  20,  10,   8,  55
   8,   1,  25,   4,  31,   9, 104,  93,  20,  90
  22,  79,  93,  40,  90,  95,   4, 121,  50, 117
   1,   9,  31,  11,   2,   8,   4,  90,   0,  79
 598, 961, 182,  42, 761, 402, 590, 665, 554, 851
   1,   2,   4,   7,   9,  11,  22,   8,  31,  15
 163, 430, 275, 324, 627,  20,  19,  18,  12, 431
   1,   0,  20,  11,  34,  48,  16,  31,  18,   2
 117,  78,  39, 517,  22, 136, 191,  80, 118,  56
  31,  89,   8, 136, 191,  22,  66, 265, 118, 131
  66,  25, 418, 148, 453,  68, 575,  79, 136,  56
  22,   4,  90,  49,   0,   6,   9,  25,  15,  50
   9,   0,   2,  22,  16,  11, 175,  31,  39,  10
   1,  20,   4,  11,   2,  22,   9,  25,   7,  58
  11,  20,  48,   0,  16,  58,   7,   4,  34,   5
   1, 191,   8,  93,  24,  22,  79,  56,  89,   4
   1,  10,  31,   8,  11,  22,   4,  20,  15,  25
   1,   2,  10,  20,   3,   4,  22,   7, 232,  11
   1,  22,   0,   9,   7,  31,  11,   8,  18,  15
   1,   4,   9,  90,  31,  15,   0,  11,   8,  25
  22,  80,   4,  79,   9,  39,  31, 117,  24,  11
  31,  22,  80,  79,  28, 117,   8, 136,  72, 138
   4,  77,  31,   9,  24,  39,   8,  89,  56,  50
  31,  22,  80, 148,   8,  30,  56, 453, 570, 194
   9,  31,   8, 289,  77,   4,   1,  42,  25,  57
 546, 215, 212, 337, 259, 255, 262, 318, 846, 814
   8,   2,   0,  11,   1,   4,  30,  22,  37, 131
  80, 117,  61,  72,  66, 191,  28, 131, 194,  92
   2,  39,   1,   8,  30,   0,   4,  10,  79,  22
  22,   4,  89,  79,   9,   1,  66,  20,  25, 117
   1,   0,   9,  10,   4,   7,   8,  20,  22,  55
   4,   1,   0,  22,  31,  25,   8,  11,   2,   6
  80, 118,  78,  22, 228,   8, 397,  77, 398,  66
  79,  39,  50, 202, 117, 217,   8, 191,  56,  22
  31,  30,   8,  22,   4,  39,  80,  79,  25,   1
  25,  20,  79,   4,  39,   8,   9,  24,   1,  56
  28,  31,  89,   8, 191,   4, 117,  66,  80,   9
  28,  57,  22,  77, 144,  25, 546,   8,   9,  39
   8,   4,  31,  25,   9,   1,   0,  79,  39,  80
  31,  79, 118,   4,  90, 136,  72,  28,  89,  80
 256, 265, 539,  56,  22, 398, 138, 472,  31, 118
   0,   8,   9,   4,  20,  25,  31,  11,  15,  90
  31,  22,  77,  78, 118,  72,   8,  79,  42, 398
  56,  80, 441,  89,  79, 380, 136,  69,  77, 570
 597,  68, 308, 243, 800, 299,  27,  96, 114, 765
   1,   9,   0,  31,  25,   2,  15,   8,   5,  20
   8,  31,  79, 136,  39, 191,  57,  80,  25,  89
  31,  77, 136,   8, 250,  89, 370, 185,  56, 441
   4,  25,   1,   0,  58,  15,   9,  11,  31, 104
  31, 118,  22,  80,  79,  39,  89,   8,  51,  57
   4,   1,   0,   2,  20,   9,  31,  11, 104,   5
   4,   2,  20,  22,   0,  11,   9,  90,  15,  25
 744, 455, 416, 719, 394, 215, 212,  33, 263, 504
  31,  22,   1,   8,  79, 118,   9,  78,  89,  30
  22,  31,   0,   4,   1,   8,   2, 104,   7,   6
  80, 118,  30,   4, 131, 493,   8,   1, 250,  22
  22,   0,   9,   8,  39,   2,  80,   7,  10,  11
  31,  22,   9,   1,  79,   8,  72,  20,  89,  43
   0,   2,   9,   1,  10,   4,  16,  22,   5, 104
  31, 194, 136,  25,   8,  72, 131,  61,  57,   9
   4,   1,   9,   0,  20,  90,  31,  50,   2,  25
  28, 117,  66,  89,  31,  22, 191,  72,  80, 138
   8,   4,  31,  79,  39,  11, 348,   0,   9,   1
  22,   0,   9,  20,  31,  15,   2,   8,  11,  90
  22,  31,   9,  39,   0, 117,  25,  89,   1,  80
   9,   4,   0,   1,  25,  39,  80,  79, 117,   2
  31,  28,  30, 117, 171,  39,  92,  25,   8,  89
   9,  22,   1,  31,   8,   4,  11,  20,  10,  15
  22,   0,   4,   2,   8,  25,  11,  20,  79,  80
  22,   1,  31,   8,   0,   2, 121,  20,  80,  58
  30,  39,  79,  42,   8,  22,  72,  89,  66,  80
   1,   5,   2,   9,  10,  22,  31,  11,  20,  15
  42,  77, 118, 120, 117, 267, 370, 441,  80, 443
  22, 247, 505,   4,  25,   1,   7,   9,   0,   8
 216,   0,  22, 661,   2,   1,  15,  20,  16, 317
  31,  22,   9,  72,  57,   8,  42, 118,  77,  25
   4,   1,   8,  89,  79,  31,  50,   9,  90, 117
  54,   0,  13,   9,   2,  20,   5, 218,  15,   1
 289,  66, 370,  42, 123, 136,  31,  77, 187, 148
 116, 645, 348,  63, 254,  77,  42, 257, 129, 111
   8,  31, 136, 134,  22,  39,  72, 117,  69,  51
   4,  20,   2,   9,  22,  15,  10,   7,   8,  90
   1,   2,   9,   4,  22,  20,  10,   8,   7,  58
 518, 111, 554,  14, 520, 331,  57, 691, 190, 202
   0,   9,  20,   1,   2,  31,   4,  25,   8,  24
  22,  31, 191,   8,  30,  80, 131,   4,  72,  66
 251, 348, 188, 326, 254, 122, 366, 513, 264,  75
   1,   8,  39,   9,  20,  25,  89,  80,   0, 118
   0,   9,   4,  22,   2,  31,  20,  10,   7,  15
   2,   0,  55,   4,  11,  20,  10,  15,   5,  22
 851, 501, 676, 653, 539,  26, 256, 145, 711, 125
   2,   4,   0,  15,   9,  11,  90,  22,  10,  49
  31,   8,  72,  77, 118,  22,  33,  79,  57,  43
  31,  22,   1,   8,  80,   9,  39,  56, 117,  25
  31,  25,   4,   1,   8,  30,  80,   0, 191,  20
  22,  31,   1,   8, 191,   9,  79,   4,  80,  20
   1,   4,  22,  11,   2,   7,  25,   9,  58,  90
   8,   9,   1,   4,  80,  25,  79,   0,  39,  20
   4, 327, 439,  20, 585,   7,  49,  11,   0,  22
  22,   4, 191,   9,   8,  25,  50, 327,  80,  89
  31,   8,   4, 123,  77,   9, 117,  39,  30,   0
   1,   0,  90,  24,   4,   8,  20,   9,  15,  22
  22, 117,  80,   9,  79,  72,  24,  30, 191,  25
   0,   9,   1,  11,  22,  20,   4,  31, 104,   2
  22,   9,   1,   0,  20,   8,  11,  31,   7,   2
  57,  31,  25,  72,  80,  39,  22,  79,   8, 117
   0,   1,   4,   9,  11,   7,  22,   8,  31,   5
  31,   1,   9,   8,  10,   4,  11,  25,  20,  79
   0,   9,   4,  22,  31,  11,  10,  20,   8,   7
   2,   1,   9,  10,   8,  20,   4,   7,  22,  18
   0,   4,  20,  11,   2,  22,  31,  10,  25,   8
   1,   9,   4,   2,  22,  20,  10,  11,  31,  15
  68, 310, 110,  25, 418,  66, 488,  79,  22,  30
  22,   1,   4,   9,   7,  31,   2,  16,  10,  24
   0,  20,  11,  16,   4,  31,  22,   8,  10,   1
  51,  73,  72, 194,  66, 136, 154, 342, 312, 337
