  31,  25,   4,   8,   1,   9,  80,   0,  20, 191,  79,  90, 117,  56, 104
  22,  25,   9,   8,   4,  31,  30,  11,  39,   1,  90,  24,   0,  89, 117
  31,   8,   4,  79,   9,  56,  78,   1, 117, 118,  30,   0,  89,  28,  20
   9,  22,   4,  20,   1,   8,   2,  11,  18,  10,  25,   7,  15,  80,  12
   0,  16,   1,  20,   7, 335,   9,  13,  82,  10,  12,  11,  18,   4,  55
   1,  22,   9,  20,   0,  58,  90,  24,  50,  11, 104,  15,   2,   8,  25
 289,  31,  22,  39, 111,  30, 253, 370,   8,  96, 208, 194, 136,  42, 123
   0,  15,   1,   9,   8,   4,  25,  10,  20,  79, 216,   7,  11,  82, 327
   1,  31,  22,   9,   0,  20,  79,  11,  39,   2,  25,  80,   7,  15, 117
  31,  22, 134,  38,   4,  10,   0, 806,  72, 686,  20, 538,  11, 145, 305
   9, 117,  31,  25,   4,  80,   1,   0,  79,  24,  50,  11,  20,  39,  72
  22,   1,   4,   8,  31, 117,  24,  20,  25,   2,  39,  50,  90,  15,  79
   1,   0,  22,  20,   9,  90,   2,   6,   7,   8,  16,  11,  49, 104,  25
  22,  68,  57,  28, 289, 136,  89,  61,   8, 191,  30, 775,  25, 135,  72
   1,  22,  79,  20,   2,  50,  95,  89,   8,  24, 252, 104,   0,   9,  43
   5,   1,   2,   0,  20,  22,  10,   8,  82,  25, 216,  16,  90,   7,  11
  57,  31,   9,  22,  25,   8,  72,  51,  39,  80,  77,   4, 117,  89,  79
   4,   8,  22,  79,  20,  39,   1, 118, 191,  11,  24,  15,  90,  72,  42
  80, 117,  79,  30, 106,  89,  50,  57,  24, 191,  22, 136,  28,   1,   0
   0,   2,   1,   9,   4,  16,  20,  10,   8,  55,  90,   5, 104,  58,  13
   8,   1,  25,   4,  31,   9, 104,  93,  20,  90,   2,   7,  56,  79,  15
  22,  79,  93,  40,  90,  95,   4, 121,  50, 117,  15,   9,   8,   0,  39
   1,   9,  31,  11,   2,   8,   4,  90,   0,  79,  25,  39,  30,  49, 104
 598, 961, 182,  42, 761, 402, 590, 665, 554, 851, 441, 265, 139, 120, 472
   1,   2,   4,   7,   9,  11,  22,   8,  31,  15,  12,   5,  18,  16,  58
 163, 430, 275, 324, 627,  20,  19,  18,  12, 431, 594, 878, 642,   1, 377
   1,   0,  20,  11,  34,  48,  16,  31,  18,   2,   7,   9,  10,  58,   5
 117,  78,  39, 517,  22, 136, 191,  80, 118,  56,  77, 380,  89, 148, 131
  31,  89,   8, 136, 191,  22,  66, 265, 118, 131, 441, 250, 289, 443,  80
  66,  25, 418, 148, 453,  68, 575,  79, 136,  56,  57,  96,  61,  80,   8
  22,   4,  90,  49,   0,   6,   9,  25,  15,  50,  31,   7,   2,  16, 327
   9,   0,   2,  22,  16,  11, 175,  31,  39,  10,  12,  82,   5,  13,  20
   1,  20,   4,  11,   2,  22,   9,  25,   7,  58,  90, 104,  10,  18, 106
  11,  20,  48,   0,  16,  58,   7,   4,  34,   5,  82,   6,   1,  55, 335
   1, 191,   8,  93,  24,  22,  79,  56,  89,   4,  31,  65,  20,   9,   7
   1,  10,  31,   8,  11,  22,   4,  20,  15,  25,   7,  13,   5,  16,  82
   1,   2,  10,  20,   3,   4,  22,   7, 232,  11,   8,  17,  58,   6,  18
   1,  22,   0,   9,   7,  31,  11,   8,  18,  15,  25,  58,   6,   2,  90
   1,   4,   9,  90,  31,  15,   0,  11,   8,  25,  58,  79,   2,  39,   7
  22,  80,   4,  79,   9,  39,  31, 117,  24,  11,  69, 118,   0,   2,   1
  31,  22,  80,  79,  28, 117,   8, 136,  72, 138, 191, 118,  78,  56,  57
   4,  77,  31,   9,  24,  39,   8,  89,  56,  50, 118, 117,  30,   1,  80
  31,  22,  80, 148,   8,  30,  56, 453, 570, 194,  68,  89, 539,  95, 250
   9,  31,   8, 289,  77,   4,   1,  42,  25,  57,  30,  39,  20,  15, 195
 546, 215, 212, 337, 259, 255, 262, 318, 846, 814, 575, 487, 477, 845, 613
   8,   2,   0,  11,   1,   4,  30,  22,  37, 131,  80, 118, 115, 289, 217
  80, 117,  61,  72,  66, 191,  28, 131, 194,  92, 118, 129, 265,  31, 253
   2,  39,   1,   8,  30,   0,   4,  10,  79,  22, 425,  43,  51,  15,  25
  22,   4,  89,  79,   9,   1,  66,  20,  25, 117, 128,  15,   8, 191,  50
   1,   0,   9,  10,   4,   7,   8,  20,  22,  55,  15, 104,  31,  49,   5
   4,   1,   0,  22,  31,  25,   8,  11,   2,   6,   7,  15,  12,  16,  10
  80, 118,  78,  22, 228,   8, 397,  77, 398,  66, 117,  39, 131,  30,  56
  79,  39,  50, 202, 117, 217,   8, 191,  56,  22, 342,  25,   1,  43,  31
  31,  30,   8,  22,   4,  39,  80,  79,  25,   1, 289, 117,  77,  20,   0
  25,  20,  79,   4,  39,   8,   9,  24,   1,  56,  10,   2,   7,  93,  95
  28,  31,  89,   8, 191,   4, 117,  66,  80,   9,  25, 136, 118,  30,  57
  28,  57,  22,  77, 144,  25, 546,   8,   9,  39, 118,  80,  61, 151, 265
   8,   4,  31,  25,   9,   1,   0,  79,  39,  80,  93,  24, 191,  20,  15
  31,  79, 118,   4,  90, 136,  72,  28,  89,  80,  50, 253,  66,  25,  39
 256, 265, 539,  56,  22, 398, 138, 472,  31, 118,  78, 443, 501, 562, 380
   0,   8,   9,   4,  20,  25,  31,  11,  15,  90,  50,   2,  80,  18, 104
  31,  22,  77,  78, 118,  72,   8,  79,  42, 398,  51, 117,  39,  66, 136
  56,  80, 441,  89,  79, 380, 136,  69,  77, 570, 187,   8,  24, 125,  72
 597,  68, 308, 243, 800, 299,  27,  96, 114, 765, 110, 357, 846, 512, 935
   1,   9,   0,  31,  25,   2,  15,   8,   5,  20,  10,  24, 218,  56,  11
   8,  31,  79, 136,  39, 191,  57,  80,  25,  89,  78,  95,  93, 265,  30
  31,  77, 136,   8, 250,  89, 370, 185,  56, 441, 253, 134,  39,  80, 118
   4,  25,   1,   0,  58,  15,   9,  11,  31, 104,   2,   6,  72,  49,   5
  31, 118,  22,  80,  79,  39,  89,   8,  51,  57,   1, 253,  77,  61, 669
   4,   1,   0,   2,  20,   9,  31,  11, 104,   5,   8, 272,  58,  40,   7
   4,   2,  20,  22,   0,  11,   9,  90,  15,  25, 104,  58,  10,   7, 106
 744, 455, 416, 719, 394, 215, 212,  33, 263, 504, 254, 208, 415, 128, 458
  31,  22,   1,   8,  79, 118,   9,  78,  89,  30,   2,  20,  39,  25, 128
  22,  31,   0,   4,   1,   8,   2, 104,   7,   6,  12,  90,  30,  18,  49
  80, 118,  30,   4, 131, 493,   8,   1, 250,  22,  79,   9,  28, 107,  89
  22,   0,   9,   8,  39,   2,  80,   7,  10,  11,  18,  58,  25,  16,  43
  31,  22,   9,   1,  79,   8,  72,  20,  89,  43, 202,   0,  30,  25,  93
   0,   2,   9,   1,  10,   4,  16,  22,   5, 104,  18,   7,  20,  12,   8
  31, 194, 136,  25,   8,  72, 131,  61,  57,   9, 117,  69,   4,  30, 191
   4,   1,   9,   0,  20,  90,  31,  50,   2,  25,  80,  43,  93,  11, 117
  28, 117,  66,  89,  31,  22, 191,  72,  80, 138,   8, 265, 213, 118, 370
   8,   4,  31,  79,  39,  11, 348,   0,   9,   1,  24,  20,  15,  50,  80
  22,   0,   9,  20,  31,  15,   2,   8,  11,  90,  79,   7,  10,  58,  25
  22,  31,   9,  39,   0, 117,  25,  89,   1,  80,   4,  79,  56,  57, 191
   9,   4,   0,   1,  25,  39,  80,  79, 117,   2,  11,  56,  20,  30,  89
  31,  28,  30, 117, 171,  39,  92,  25,   8,  89, 136,  80,  78, 131,  77
   9,  22,   1,  31,   8,   4,  11,  20,  10,  15, 104,   7,  79,  90,  16
  22,   0,   4,   2,   8,  25,  11,  20,  79,  80,  15,  14, 131,  10,   6
  22,   1,  31,   8,   0,   2, 121,  20,  80,  58,  15,  25,  14, 117,   5
  30,  39,  79,  42,   8,  22,  72,  89,  66,  80,   9, 117,   2, 118, 136
   1,   5,   2,   9,  10,  22,  31,  11,  20,  15,   7, 104,  25,  56,  39
  42,  77, 118, 120, 117, 267, 370, 441,  80, 443, 761, 249,  31,  72, 136
  22, 247, 505,   4,  25,   1,   7,   9,   0,   8, 439, 104,  24, 450,  80
 216,   0,  22, 661,   2,   1,  15,  20,  16, 317, 353, 104,  10,  31,   8
  31,  22,   9,  72,  57,   8,  42, 118,  77,  25,  89,  39,  79,  20,  80
   4,   1,   8,  89,  79,  31,  50,   9,  90, 117,  25,  20,  57,  56,  24
  54,   0,  13,   9,   2,  20,   5, 218,  15,   1,  12,  82,  16,   7,  58
