   1,   4,   0,   8,   9
   1,   0,   9,   4,   8
  31,   8,  78,  79, 118
   1,   4,   9,   8,   0
   4,  20,   1,  11,   8
   0,   9,  20,   8,  22
  31,  22,   4,  30,   1
   4,  10,  20,  11,   8
   1,  20,   9,   2,  10
 281, 213,  31, 168,  25
   4,   1,   9,  79,  80
   1,   4,   8,  25,  31
   9,   8,   0,  25,  20
  22,   8,   9,  25,  30
   1,  90,   9,   8,  20
   9,  20,   8,  15,   7
   9,   8,   4,  25,   1
   1,  79,  50,  24, 191
  80,  25,  79, 118,   4
  20,   9,   8,  22,  25
   1,   8,   4,  25,  31
   8,   9,  25,  31,  90
   0,   1,  11,   9,  20
   8,  25,   1,   4,  31
   1,   9,  20,  11,  22
   1,   4,  11,  10,  16
  18,  16,   0,  20,  11
   8,  95,  25,  24, 202
  31,  25, 191,  80,  50
  25,   8,  28, 191,  80
   4,   8,  25,  90,  31
   0,  20,   1,   4,  18
   4,  20,   9,   8,   0
  20,   4,   0,   1,  18
  25,   8,  31,   1,   4
   1,   4,  20,   8,  11
   1,  20,   9,   8,  22
   8,  31,  22,  25,  11
   1,   0,   9,  11,   8
  31,   1,  25,  24,   4
   8,  31,  22,  25,   9
   9,   1,  31,   8,   4
  25, 191,  79,   9,  89
   4,   9,   8,   1,  25
 546, 214,  77,  96, 128
  22,  11,   1,   4,  25
   8,  25, 191,  79,  89
   9,  22,   4,   1,  30
   4,   8,   9,  25,  79
   4,   9,  20,  10,   8
   4,   0,   9,   8,  22
 138, 131, 228, 398, 250
  95,  99, 365, 342,  27
  31,   8, 289,  77,  30
   8,   1,   9,  20,  11
  31,  25,  22,   8, 191
   4,   8,  11,   1,  22
   1,   4,   9,   8,  20
  31,  22,  30,  25,   9
  31,  77,  22,  30, 289
   4,   8,  20,  11,  10
  80, 118,  31,   8,  22
  77,  31,   8,  22,  89
 125,  80, 135,  78, 308
   9,   2,   8,  20,  11
  31,  25,   9,   4,   1
   4,  22,   1,  25,   9
   4,   1,   9,   8,   0
   8,  31,  11,  20,  18
   0,   9,   8,  20,  25
   4,  20,   9,   8,  22
 289,  77,   9,  22,   8
  31,  78,   8,  22, 118
   0,   4,   9,   8,   2
   8,  25,   9,  79,  30
   8,  22,  11,  25,   7
  31,   8,  22,   9,  25
   0,   2,  20,   9,   4
  31,   8,  25,  80,  79
   4,  25,   9,  20,  90
  31, 135,  72,  25, 370
   1,   8,   9,  31,  25
   0,   9,  20,   2,   7
  22,  31,  25,   4,   9
  25,  31,   4,  50,   1
  31,  25,   8,   4,   9
   1,   4,   8,  22,  11
   8,  22,  25,  11,  20
   8,  31,  25,  20,  11
   9,   8,  22,  25,  39
   1,   4,   9,  11,  22
  31,  80,  77,   8, 441
   4,  22,   8,  25,   1
   2,   4,  82, 272,   7
   9,   1,  22,  11,  20
   4,   1,   8,  25,  50
   1,   9,  20,  10,   7
  65, 342,  27, 348,  99
   8,   9,   4,  80,  30
   8, 191,  80,  57, 117
  20,   2,   4,   9,  11
   4,  20,   9,   2,   8
   4,   0,   8,   9,  22
   0,   1,   4,   2,  20
   4,   9,   1,  79,  30
 289,   9, 215,  30, 208
   0,   9,  11,   8,   2
   4,  22,  11,  31,  20
   4,  20,  11,  55,   5
   8,  31,  80,  25, 117
   9,   4,   2,  20,  10
   8,  77,  22, 289,   4
   8,  31,  22,  25,  20
  77,  30,   8, 289,  39
   4,   8,   9,  22,  31
   4,   8,   9,  25,  31
   9,   8,   4,   1,  25
   8,  25,  20,  90,   9
  22,   8,  25,   9, 191
   8,  31, 342,  25,  99
   4,   9,   8,  25,  31
   9,  22,  25,  80,   4
   1,   4,   9,  22,  25
   9,   0,   8,  20,  25
  31,   8,   9,  22,   4
   1,   4,  11,  22,  31
   1,   4,   8,  11,  31
   4,  20,   8,  11,  22
   1,  20,   9,   4,   2
   4,   8,  20,  10,  22
   4,   9,  20,   2,  11
   8,  79,  25,  68, 136
   4,   9,   8,   7,  31
   4,  11,  16,   2,   8
  22,   8,  25,  31,  79
  31,  25,  80, 117,  89
 289,  77,   9,   8,  22
   4,   9,   8,  20,   0
   1,  25,   8,  20,  22
 443, 118, 398, 228, 105
   8,   1,  25,   9,  79
   4,   8,  31,  22,  20
  25,   8,  31,   1,   9
   9,  22,   4,   1,  25
   8,  25, 191,  89, 117
  25,   8,  31,   9,  20
  28,  22,  25,   8, 135
  31,   8,  22,  25,  79
   0,   1,   2,   9,   4
   1,   4,   8,  22,  11
   4,   8,  20,  11,   7
   0,   8,   9,  22,  31
   9,   8,  31,   0,  25
   4,  22,  25,  31,  79
  77, 289,  31,   8, 441
   8,  31,  25, 253,   1
   8,   9,  25,   0,  31
   0,  20,   4,  11,  16
   1,   0,  20,   4,   9
   1,   0,   8,   9,  20
  80, 118,  78,  31, 380
   8,  22,  25, 134,  57
  31,  22, 131,  80, 118
   0,   4,  20,  11,   1
   0,   4,  20,  11,   7
  31,   8,  25,   9,  79
   1,   9,   4,  20,   8
   1,   4,   8,  31,  11
   1,   4,   8,  31,  11
  31,  25, 191,   8, 138
   4,   8,  31,  22,  20
  22,   8,  25,   9,  90
   4,  25,  20,  90,   7
  25,   8,  31,  20,   0
   1,   4,   9,  20,  11
  79, 117, 118,  77,  68
  31,   8,  79, 117, 253
  20,   8,   0,  25,  22
   0,   4,   8,  20,   7
   4,   8,   9,   0,  20
   1,   4,   8,   0,  25
   9,  20,  25,  31,  11
  20,  11,   9,   2,  18
   4,   0,  18,  11,   8
   8,  31,   4,   9, 185
  31, 135,   8, 138, 151
  18,  20,  34,   4,   1
   1,   2,   9,   4,   7
   1,   4,   0,   9,   8
   4,  10,   8,  20,  11
   1,   8,  20,  11,  31
   1,  25,   8,   9,  11
   8,   9,  25,  30,  79
  31,   8,  25,  95,  50
   4,   8,  31,  25,   1
  31,  22,  80,   8,  89
   9,   8,  10,  20,  11
   1,   4,   0,   8,   9
   8,  31,   4,   9,   1
   4,   1,   8,  31,  25
  77, 289,  42, 571, 441
  92, 158, 900, 941, 250
   8,   9,  20,   0,  22
  31,   9,  22, 289,   8
   8,  31,   9,  25,  61
   0,  22,  11,  25,   7
   4,   1, 327, 121,   0
   1,   4,  20,  11,   8
  31,   8,  25, 136,  89
 135, 151, 138, 504, 213
   1,   4,   8,  31,  25
   1,  20,   8,   9,  22
   8,   9,  25,  30,   4
  80,  31, 118,  42,   8
  25,  79,   9,   4, 117
   8,  31,   4,   1,   9
   8, 134,  22,  92,  79
   4,   0,  25,  20,  31
  31,  25,   8, 191,  50
   8,  20,   2,  22,  11
  31,   8,   9,  22,  25
   1,   9,   4,  20,   8
   1,   4,   9,   7,  20
  80, 443,  42,  77,  25
   9,   2,  20,   8,  22
   1,   8,  22,   9,  20
  28,  31,  25,   8, 289
   1,  22,  25,  31,   9
   0,  20,   2,  11,   4
   8,  25,   9,  31,  50
   1,   8,  31,  25,  20
   1,   9,  11,   2,  22
   4,   1,   9,   8,  11
   8,   4,   9,   1,  20
   1,   9,   8,  20,  25
   4,   2,  20,   8,  11
   1,   4,   8,  31,  25
  31,   4,  80,  25,   9
  20,   2,   4,  11,   9
   8, 118,  78,  22,  79
  31,  77,  22, 118, 441
   4,   1,   9,   8,  25
   1,   4,  11,  20,  10
  31,  22,  80,   8,  25
  22,   8,  25,  80, 138
  31,  22,   8,  57,  61
   4,   8,   0,  25,  11
   2,  20,   4,   9,  11
   8,  22,  79,  25, 131
   4,  20,   9,   8,  25
   0,   9,   8,  22,  25
   2,   1,  10,   4,  20
   1,   0,   8,  11,   9
  20,   2,  11,   8,   7
  61,   8,  22,  25,   9
  20,   4,  11,   8,   2
   1,   4,   2,   8,   7
   0,   4,   2,   7,  11
   4,   9,   8,  25,  20
   4,   0,   8,  25,  22
   9,  22,  25,   4,   1
