   1,   4,   0,   8,   9,  25,  31,  20,   2,  90,  15,  11,   7,  49,  24,  93,  79,  58, 104, 913
   1,   0,   9,   4,   8,  20,   2,   7,  90,  15,  11,  31,  49,  82,   5,  58, 272,  24,  10, 353
  31,   8,  78,  79, 118,   9,   4, 117, 131,  30,  89,  57,  50,   1,  66,  39, 217,  56, 105, 173
   1,   4,   9,   8,   0,  20,  11,  25,   2,   7,  39,  30, 106,  90,  15,  56,  50,  43,  49,  24
   4,  20,   1,  11,   8,  18,  31,  25,  16,   2,  10,   7,  34,  12,   3,  49,  48,   6,  15,  58
   0,   9,  20,   8,  22,  15,  25,  90,   2,  11,   7,  31,  24,  58,  49,  50,  93,  10, 104,   6
  31,  22,   4,  30,   1,  25,  11,  39, 106,  20, 187,   0,  56, 215,  79,  77,  18, 185,  51, 289
   4,  10,  20,  11,   8,   7,  82,  22,  15,  13,  12, 216,  25,  54,  55,   6, 272, 218,  16, 753
   1,  20,   9,   2,  10,   7,  22,  25,   6,  15,  55,   5,  31,  49,  16,  12,  90,  82,  58,  18
 281, 213,  31, 168,  25, 370,  26,  22, 428, 140, 668, 354, 308,  72,   8, 125, 675, 329, 131, 265
   4,   1,   9,  79,  80,  50, 191,  20, 217,   0,  89, 152,  39,  24, 117,  30, 118,  49,  56,  11
   1,   4,   8,  25,  31,  20,  79,  90,  11,  24,  30, 191,  49,  39,   7,  56,  15,  58,  89, 117
   9,   8,   0,  25,  20,  31,  90,  11,  49,  50,   2,   7,  24,  79,   6, 104,  39,  30,  80,  10
  22,   8,   9,  25,  30,  79,  89,   4, 117, 191,  56, 118,  77,  72,   1,  51,  57,  50, 136, 202
   1,  90,   9,   8,  20,  25,   0,  49, 104,   7,  15,  31,  50,  58,  11,  79,   6, 121,  39,  95
   9,  20,   8,  15,   7,  11,  22,  25,  58,  49,  10,   6,  82, 104, 272,  16, 218,  50,  79,  39
   9,   8,   4,  25,   1,  11,  39,  79,  20,   0,  80, 191,  89,  57,  77, 106,  50,  56,  66,  72
   1,  79,  50,  24, 191,  30,  11,  89,  80,  49,  57,  51, 118, 202, 104,   7,  72,  15,   6, 365
  80,  25,  79, 118,   4,   9, 117, 191,   1,  89,  30,  66,  39,  56,  50,  78,  57,  72,  24, 250
  20,   9,   8,  22,  25,  31,   2,  58,   6, 104,  10,  16,  79,  50,  18,   5,  39,  12, 327,  56
   1,   8,   4,  25,  31,  20,  79,  24,  11,  90,  93, 191,  30,  39,   2,  80,  49,   7,  15,  56
   8,   9,  25,  31,  90,  11,  49,  50,  15,   2,  79,   7,  93, 104,  58,  30,  39,  80, 191,   6
   0,   1,  11,   9,  20,   4,   2,   7,   8,  10,  15,   6,  25,  31,  16,  55,  18,  49,  12,   5
   8,  25,   1,   4,  31,   9,  24,  95,  93,  50,  79,  20, 365,  49,  65, 191,  99,   0,  68, 342
   1,   9,  20,  11,  22,  25,  31,   2,   7,  15,  90,  58,   6,  18,  30,  16,  79,  43,  39,  50
   1,   4,  11,  10,  16,   2,   9,  12,  18,   8,   3, 275,  22,   6,  34,  55,   5,  82,  15, 273
  18,  16,   0,  20,  11,   1,   8,   9,  48,  85,  22,   7,  31,   3,  10,  25,   2,  84, 275, 232
   8,  95,  25,  24, 202,  93,  51, 117,  65,  89,   9,  50,  30,  27,  39, 191, 136, 342,  99, 365
  31,  25, 191,  80,  50, 136,  66,   9,  30,  57,   4,  24, 118,  39,  51, 202,  56, 131,   1, 342
  25,   8,  28, 191,  80, 136, 131,  61,  79,  89,  57, 129,  50, 217, 173,  72,  66, 117, 118, 308
   4,   8,  25,  90,  31,  11,  49,   7,  50,  15,  24, 104, 191,  30,   2,  56,  43,  80,  89, 106
   0,  20,   1,   4,  18,  11,  34,   9,   7,  48,   3,   2, 232,  12,  10,  25,  58,  15,  82,  22
   4,  20,   9,   8,   0,  25,  22,  31,   6,   7,  90,   2,  15,  10,  17,  58,  79,  30,  50,  39
  20,   4,   0,   1,  18,  11,  16,   9,   8,  25,  48,   7,  22,   6,   2,  31,  10,  15,  90,   3
  25,   8,  31,   1,   4,   9,  28, 191,  79,   0,  61,  80,  46,  24,  57,  20,  30,  11,  90,  93
   1,   4,  20,   8,  11,   7,  22,  25,  31,  15,   5,  82,   6,  49,  55,  58,  12,  16,  13, 106
   1,  20,   9,   8,  22,   2,  25,  31,  10,   6,   7,  17,  49,  55,  18,  90,  80,  12,  15,  16
   8,  31,  22,  25,  11,   0,  20,  79,  39,  80,   2, 191, 106,  50,  56,  49,  90,  89,  57,  43
   1,   0,   9,  11,   8,   7,  25,  10,  31,   2,   6,  49,  18,  90,  16,  15,  58,  12,   3,  34
  31,   1,  25,  24,   4,  99,  93,   9,  95,  65,  79, 342,  50,  90,  20,  80,  27,   0, 117, 191
   8,  31,  22,  25,   9,   4,   1,  79,  30,  80, 191,  56, 117,  39,  20,  50,  57, 118,  66,  72
   9,   1,  31,   8,   4,  37,  25,  22, 291, 258,  39,  30, 283,  90,  50,  79, 191,  20, 257,  49
  25, 191,  79,   9,  89,  66, 117,   1,  30,  51,  39,  28,  95,  80,  24, 194,  68, 217, 202,  69
   4,   9,   8,   1,  25,  30,  50,  79,  77,  89, 191,  90,  49,  15, 289,  58, 117,  20,  56,  72
 546, 214,  77,  96, 128, 289, 185,  31, 263, 744, 187, 455, 425, 178, 416,  75, 207, 124, 306, 116
  22,  11,   1,   4,  25,  80,  30,  77,  20,  39,  79,  42,   0, 131, 289,  56, 118,  89,  72, 191
   8,  25, 191,  79,  89,  66,  61, 117, 129,  51,  30,  50,  56,  72,  69,  77,  39, 250,   4,  95
   9,  22,   4,   1,  30,  77,  25,   0,  11, 215,  39,   2,  20,  80,  89,  56,  79, 208, 106,  72
   4,   8,   9,  25,  79,  20,  50,   0,  39, 191,  11,  56,  89,  49,  90,  24,  57, 117, 118,  58
   4,   9,  20,  10,   8,  22,  31,   7,  25,  12,  55,   5,  15,  82,  16,  13,   6,  18,  90,   3
   4,   0,   9,   8,  22,  11,  31,   2,   7,  49,  15,  10,  90,  58,   5,  79,  50,  80,  18,  24
 138, 131, 228, 398, 250,  22, 397, 669,   8, 173, 105, 539, 422,  28, 645, 265,  63,  25, 117, 505
  95,  99, 365, 342,  27, 348,  22,  90,  50,   8,  25,  79,  31,   4,   1, 104, 117, 202,   9, 191
  31,   8, 289,  77,  30,   4,  25,  39,   1,  79,  42,  80, 118, 191,  66, 202,  11, 117,  50, 425
   8,   1,   9,  20,  11,  79,  50,  30, 191,  90,  39,  56,  49,  89,  24,   7,  18,  57,  58,  15
  31,  25,  22,   8, 191,  79,  89,  57,  80, 117,  50,  30,   4, 118,  56,   9, 136,  66,  39, 265
   4,   8,  11,   1,  22,   9,   0,  25,  16,  34, 233, 289,  42,  79,  85,  39,  56,  77,  80,   3
   1,   4,   9,   8,  20,  25,   0,  31,  11,  24,  50,   7,  49,  79,   6,  15,  39,   2, 365, 104
  31,  22,  30,  25,   9, 191,  39,  56,  57,  79,  50, 187,  66,  51, 215,   4, 546, 136, 263, 250
  31,  77,  22,  30, 289,   8, 118,  42, 134, 256, 171,  25,  78,  89,   9,  57,  92, 125,  72,  79
   4,   8,  20,  11,  10,  15,  22,  82,  25,  31,   5,  90, 272,  13, 353,  49, 327,  16, 216, 104
  80, 118,  31,   8,  22, 131,  77,  79, 443,  89, 117, 138, 398,   9,   4,  72, 191,  56, 228, 669
  77,  31,   8,  22,  89,  80, 125, 136,  30,  79, 131, 289,  25,  72,  66,   9,  57, 171,  39, 158
 125,  80, 135,  78, 308, 131,  25, 486,   8, 265, 118,  72, 339, 136, 472, 191,  77, 117,  89, 250
   9,   2,   8,  20,  11,  25,  15,  31,  10,   7,   5,  82,  90,  49,  58, 272,  13, 218,  12,   6
  31,  25,   9,   4,   1,  79,  80, 191,  50,  30,  39,  89, 118,  11,  57,  66,  51,  56, 217,  90
   4,  22,   1,  25,   9,  50,  79,  49,  30,  90,  20,  39, 191,  15, 104,   0,  43,  11, 121,  24
   4,   1,   9,   8,   0,  25,  31,  15,  49,  90,   2,  58,   7,  50,   6,  10, 431, 519, 104,  79
   8,  31,  11,  20,  18,  25,   9,   1,   0,  34,  79,  30,  85,  56, 118,  39,  42, 233,  89, 106
   0,   9,   8,  20,  25,  31,   2,  90,  11,  49,   7,  58,  50,   6,  10, 104,  24,   5,  79,  93
   4,  20,   9,   8,  22,  25,   2,  31,   7,  15,   6,  10,  90,  58,   5, 106, 104,  16,  50,  79
 289,  77,   9,  22,   8,  30,  42,   4,  25, 215, 744, 425,  28,  72, 214, 370,  80,  96, 259,  89
