   1,  31,   4,  25,   8, 191,   9,  90,  79,   0,  24,  49,  20,  39,  80,  89,  15, 117,  93,  56
  31,   4,  25,   1,   8,   9, 191,  79,  30,  90,  50, 117,  39,  89,  93,  57,  24,  11,  49,  77
  22,  31,  80,  78, 117,  79, 131,  50,   8,  57,  89, 136,  66,   4,  30,  77, 173,  56,   9, 265
  22,   4,   8,   1,  25,   9,  11,  20,  56,  34,  79,   2,  10,  30,  12,  85,  90,  39,   7, 191
   4,   1,   8,   2,  31,  11,  25,  20,  10,  16,  39,  30,  15,  90,   7,  79, 272,   5,  80,  82
  22,  90,   8,  31,   9,  20,   7,   0,  58,  24,  79,  49,  25,  39,  50, 104, 327,   2,  11,  93
  31,  30,  56,   9,  22,  39,  57, 202,  77,   4, 671, 215, 285,  66,  51, 289,   1,  79,  72,  11
   0,  10,   4,  22,  15,   8,  11,   7,  25,  55,  20,  12, 220,   5, 106,  13,  50,  58, 234,  54
   9,   1,   2,  11,  22,  20,  25,  31,  10,  16,  55,   7,  15,  30,  90,  18, 104,  12, 106,  39
 213, 281, 168, 733, 140,  31, 370,  22, 320, 732, 428,  26, 668, 131, 265, 355, 308, 936, 362,  72
   4,   1,   9, 191,  79,  50,  89,  56,  80,  30,   0,  57, 117,  24,  20,  39,  11,  66, 118, 104
  22,  31,   8,   4,  25,   1,  79, 191, 117,  90,  20,  39,  30, 118,  11,  24,  89,  56, 131,  49
   4,   8,  31,  25,   9,   0,   7,  50,  90,  24, 104, 191,  79,   2,  58,  95,  11,  49,  40,  56
  22,  57,  30,   8,  89,  51,  79, 117,  56, 136,   9,  39,  92,  77,  25, 125, 191, 134, 167, 402
  31,   1,   8,  79,  24, 191,  25,   9,  50,  89,  95,  39,  90,  56,   0, 104,  20, 117, 342,  57
   1,  22,   9,  20,   0,   8,  90,  15,   2,   7,  82,  11, 317, 430, 272,  25,  39,  81,  58,  24
  22,   4,   8,   1,  79,   9,  30,  80,  89, 117,   0,  90, 191,  72,  25, 289,  20, 250, 118,  77
   8,  79,  30,  89, 117,  25,  51,   1,  57,  80, 217, 106,  42, 191, 225,  77,  90, 167,  50,  99
  22,  89,  66,  30,  79, 339, 217,  57,  92,  43,  80, 134, 160, 191, 117,  46,  63,   9,   4, 155
   9,   8,  20,  31,  25,  90,   2,  58,  11,  50,  39, 106,  79, 104,  10,  18,   6, 327, 191,  30
  22,   1,   8,   4,  31,  25,  11,  20, 104,   2, 191,  24,  50,   7,  79,  40,  90,  15,  56,  39
  22,   8,  31,  20,   9,  90,  25,   2,  15,  79,  39,  58, 121, 191, 170, 106,  49,  56,  50,  11
   9,   0,   1,  31,   4,   8,   2,  11,  55,  30,  25,  10,  12,   7, 106,  20,  13,  18, 104,  39
 590, 120,  42, 118,  78, 443, 253, 380,  80, 441, 117, 125,  66, 892, 166, 665, 761, 136, 961, 131
   1,   4,   9,   8,  11,   2,  22,  25,  18,  15,   7,  58,  90,  31,  39,  55,   6,  16,  24,  48
   1,   2,   4,  11,   9, 335,  19,  10,  22,   8,   6,   5,  90, 272,   3,  15,  12,  82, 576, 324
   0,  16,  18,  11,   1,  20,  48,  42,  22,  31, 872, 273,  58,   9,  80, 233,   7,   8,   6,   2
   8, 117,  72,  90,  39,   4,  25,  50,   9,  89,  30, 191,  65,  77, 299,   1,  24,  51, 250, 528
  31,  79, 191,  66,  57,  30,  39, 217,   9,  25,  50,   4,  56,  24, 342,  51,  92, 118,  28,  99
  57, 134,  89,  28,  66,  92, 136, 148,  22, 191,  30, 361,   8,  68, 818,  61, 135,  56, 477, 418
   1,   4,   8,  20,  31,  25,  90,  15,   2,  24,   7,  50,  11,  49, 106, 327, 291, 191, 104,  10
   0,   4,   2,  82,  22,   9,  34,  20,   1,  10, 232,  25,   3,  11, 311, 353,  18,  31,  81, 218
   9,   8,  22,   4,  20,   2,  11,  31,  25,  10,   7,  15,  90,  79,  18,  99,   3,  30,  49,  24
  16,   4,  48,  20,   0,   1,  22,   6,  25,  11,   8,  49,   7,  12,  85, 106,  10,   9,  90,  15
  31,   8,   4,   1,  25,  90,  80,  79, 250, 117,   9, 191, 118,  89,  72,   0, 244,  28, 256,  24
   0,   1,  11,   8,   4,   7,  20,   5,  15,  22,  25,  12, 234,  82,  31, 106,  13,  16,  18, 753
   9,   1,  22,   2,   8,  20,  25,  31,  10,   7,  18,  12,  16,  15,  55,  30,  90,   6,   5, 104
  22,  31,   8,  25,   1,  11,   0,  79,  39,  56, 191,  57,  20,  50,   2, 117,  90, 106,  51,  89
   1,  20,  90,   8,  49,   0,  31,  25,  24,  58,  15,   7,   9, 121,  79,   6,  50,  56,  11,  18
  22,  93,  95,   1,  31,  79,  40, 191,   4, 342,  25,  50,   9,  20, 104,   0,  56,  39, 253, 117
  31,  22,   9,  30,  77,  39,   8,   4,  72,  25,  79, 289, 117,  80,  51,  57,   1,   0,  66, 118
  31,   8,  79, 191,   4,   1,  80,  28, 117,  51, 134,  39,  57,  30,  66, 118, 195, 202,  77, 131
 191,  89,  79, 117,  56,   1,  95,  80,  24,  39,  30, 136, 118,   9,  28,  93, 342,  51, 265, 202
  22,  77,  30,  79,  89,   4,   9,   8,  51,  80,  72, 118,   1,  11, 117,  25, 106,  66,  57, 289
  31,  77,  72,  57,  66,  30,  22, 117,  56,  39, 116, 191,  75,  79,   8, 118, 136, 122, 265, 394
  31,  77,  89,  79, 289,  30,  80, 546, 118,  96,  56,  39, 217,   4, 187, 117,  75,  72,  42, 214
  80,  31,  61,  25, 191, 136,  66, 131,  79, 117, 148, 302, 134,  89, 139,   8, 395, 265, 253, 418
  22,  56,  30,   8,  11,   4,   1,  25,  77,  57,   0, 202, 313,  96,  66, 659,  39, 289, 402,   2
   4,   1,   8,   9,  79,  89, 118,  90,  30,  20,  72,   0, 250,  50,  25, 233, 117,  18,  11, 191
   1,  11,   4,  22,   8,  10,  25,  20,  31,   7,   5,  15,  55,  82,  13,  12,  16,  90, 234,  30
   4,   7,   0,  22,   8,   9,   2,  25,  31,  11,  18,  10,  49,  15,  90,  58,  56,  12,  48,  17
 118,  31,  22, 131, 171, 265, 117,  28, 443,  42,   8,  89, 228, 250,  77, 669,   4, 267, 665, 397
  79,  31,   8,   1,   4, 191,  24,  39,  95,  90,  40, 104,  25,  50, 117,  89,  80,   9, 253,  30
  31,  89,   8,  77,  57,  30,  56,  39, 191,  66, 117, 118,  79,   4, 208, 289,  51,  80,  25, 106
   8,  20,   1,   9,  56,  11,  79,  90, 191,  24,  30,  18,  50,  89,  39,  57,  85,  95,  49,  93
  31, 117,  89, 191,  50,  25,  79,   8, 118, 131,  30,   4,  57,  80,  77,  66, 265,  39,   9, 138
  22,   4,   8,  30,  11,   1,  25,  56,  39,  18,  49,  50,   9,  90,  79, 106,  51, 191, 117,  57
  31,   4,   8,   1,  79,  30,  39,  89,  24,   9, 191,  50,  25,  72,  49,  80,  20,  57,   0, 202
  89, 117,  22,  66,  79,  77, 158,   8,  57,  92,  39,  99, 191, 136, 122,  51, 187, 215,  69, 342
 118,  78,  77,  31, 125, 131,  89, 128, 117, 398, 443, 254, 228, 370,  22,  72, 173, 138, 590, 136
   4,   9,   8,  31,  20,  11,  15,  25,  90,   7,  58,  10,  50,  39,  79,  30,  49, 106,  80,  18
  22, 118, 131,  89,  79,   8, 117,   9,  78,  30,  72, 265,   4,  28, 191,  77, 171,  39, 138,  66
  89,  31,  66, 117, 125,  79,  51,  77,  57,  30,  72,  22, 136, 118,   8,  80,  39, 761, 659, 131
 117,  31,  42,  78, 118,  80, 125, 441, 398, 228, 131,  66,  79, 123, 265, 120,  89, 225,   8, 443
   1,   0,   8,   9,   2,  31,  25,  15,  20,  90,  82,  11,   7, 104, 272,   5, 218,  10, 327,  58
  31,  79,  22, 217, 117,  99, 304,  89,  66,  65,  51,  30,  39,   4, 517,  80,  95,  72,  90, 167
  31,  22,  30,   9,  57,  79,  56,  89,  51, 117,  77,  80, 191,  39,  25, 136,   4,   1, 202,  11
   4,   1,   0,   9,   2,  31,   8,  25,  20,  15,   7,  10,  30,  49,  39,  80,  79,  90,  58,   6
  31,  79,  20,  56,  25,  89,  30,   1,   9,  39, 117, 118,  90,  57, 191,  42,  77,  72, 131,  24
   1,   4,   7,  49, 104,   9, 439,   0,  25,  90,  20, 327,   6,   2,  31,   8, 121,  50,  11,  24
   0,   2,   9,   4,   7,  10,  22,  20,  25,   8,  18,  15,  31,   6,  55,  16,   5, 104, 273,  58
  77,  33, 289,  96, 116, 744,  75, 214, 416, 370, 118, 571, 222, 265, 254, 128, 251, 415, 460,  31
  31,  22,  78, 118,   8,   9, 131,   1,  79,  25, 117,  42, 228,  30, 669,  89,  20, 397, 443, 191
   4,  22,   0,   9,   8,  31,   2,  11,   7,   6,  90,  10,  30,  15,  49,  56,  18,  79,   5,  39
